id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
1485,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1486,"protocol.py","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1487,"__init__.py","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1488,"ai_services.py","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1489,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1490,"enhancement_queue.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1491,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1492,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1493,"deploy.sh","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1494,"DEPLOYMENT.md","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1495,"dev_server.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1496,"docker-compose.yml","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1497,"Dockerfile","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1498,"N8N_WORKFLOW_SETUP.md","current-repo","Automation;n8n;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1499,"README.md","current-repo","Automation;n8n;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1500,"test-workflows.sh","current-repo","Automation;n8n;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1501,"invite-companies-claim.json","current-repo","Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1502,"marketing-automation.json","current-repo","Automation;n8n;Marketing;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1503,"rfq-ai-matching.json","current-repo","AI;Automation;n8n;RFQ;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1504,"PRODUCTION_CHECKLIST.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1505,"README.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1506,"requirements.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1507,"clean_fake_data.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1508,"README_POST_AUDIT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1509,"run_post_audit_protocol.py","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1510,"train_sample_rfq_model.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1511,"test_ai_explain.py","current-repo","AI;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1512,"test_ai_service.py","current-repo","AI;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1513,"backup-critical-files.cjs","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1514,"BELL24h Bootstrap Risk Audit & Mitigation Report.pdf","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1515,"BELL24H-COMPREHENSIVE-AUDIT-REPORT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1516,"BELL24H-DOCUMENTATION-ENHANCEMENT-AUDIT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1517,"bell24h_audit_20250726_123214.txt","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1518,"BELL24H_BLOCKCHAIN_DEPLOYMENT_GUIDE.md","current-repo","Deployment;Infrastructure;Documentation;Architecture;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1519,"BELL24H_BLOCKCHAIN_IMPLEMENTATION_COMPLETE.md","current-repo","Implementation Plan;Architecture;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1520,"BELL24H_BLOCKCHAIN_IMPLEMENTATION_PLAN.md","current-repo","Implementation Plan;Architecture;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1521,"BELL24H_COMPREHENSIVE_AUDIT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1522,"BELL24H_COMPREHENSIVE_AUDIT_REPORT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1523,"BELL24H_CURRENT_STATUS.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1524,"BELL24H_DEPLOYMENT_SUCCESS_SUMMARY.md","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1525,"BELL24H_EMPIRE_100_PERCENT_COMPLETE.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1526,"BELL24H_FEATURES_COMPLETION_TABLE.md","current-repo","Feature Specification;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1527,"BELL24H_LAUNCH_READY_COMPLETE.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1528,"BELL24H_MARKETING_CAMPAIGN_LAUNCH.md","current-repo","Marketing;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1529,"BELL24H_PLANNED_VS_IMPLEMENTED_FEATURES.md","current-repo","Feature Specification;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1530,"BRANDING-NAVIGATION-AUDIT-REPORT.md","current-repo","Branding;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1531,"BRUTAL_FIX_SETUP.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1532,"build_spec.yaml","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1533,"BUILD_STABILIZATION_TODO.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1534,"CATEGORIES_SOLUTION.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1535,"CHECK-BUILD-ON-VM.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1536,"check-build-via-ssh.ps1","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1537,"CHECK-DOCKER-BUILD-PROGRESS.sh","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1538,".env.local.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1539,".eslintrc.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1540,"auto-categories.yml","current-repo","DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1541,"auto-deploy.yml","current-repo","Deployment;Infrastructure;DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1542,"ci.yml","current-repo","DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1543,"deploy-bell24h.yml","current-repo","Deployment;Infrastructure;DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1544,"AI_FEATURES_ANALYSIS.md","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
